SMILES
c1ccc2ccccc2c1
COc1cccc(N=Cc2ccccc2)c1
CC=Cc1ccc(C)cc1
CC1=CCCCC1
COc1cccc(N)c1
C(=NN(c1ccccc1)c1ccccc1)c1ccccc1
O=C(OC(=O)c1ccccc1)c1ccccc1
C=Cc1ccccc1
c1ccc(N2CCOCC2)cc1
CC=Cc1ccc2c(c1)OCO2
Cc1ccc(N=Cc2ccccc2)cc1
O=C1C=CC(=O)O1
C=C(C)C=C(C)C
C1CCNC1
c1ccc2occc2c1
COc1cccc(N=Cc2ccccc2)c1
O=[N+]([O-])c1ccccc1S(=O)(=O)Cl
CC=C(C)C
c1ccc(Nc2ccccc2)cc1
c1ccoc1
Fc1ccc(N=Cc2ccccc2)cc1
O=S(=O)(Cl)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
Cc1cc(C)cc(C)c1
C1CCNCC1
c1ccc2ncccc2c1
C(=Nc1ccccc1)c1ccccc1
O=C(OC(=O)C(F)(F)F)C(F)(F)F
CC(C)=CCO
Nc1ccccc1
c1cn[nH]c1
CC=Cc1ccccc1OC
O=C1CCC(=O)N1Cl
C1=CC2CCC1C2
CC(C)NC(C)C
Clc1ccc(I)cc1
ON=Cc1ccccc1
CC=Cc1cccc(OC)c1
C1=CCCC1
C1CCC2=NCCCN2CC1
Brc1ccc(I)cc1
O=C1CCCCC1
O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12
C1=CCCCC1
COc1ccc(S)cc1
CC=Cc1ccc(OC)cc1
CC(=O)c1ccc(C)cc1
c1ccc2cc3ccccc3cc2c1
C=C(C)CCC
Sc1ccc(S)cc1
O=C(CBr)c1ccccc1
CC(=O)c1ccc(F)cc1
c1ccc(N=Nc2ccccc2)cc1
Oc1ccc(O)cc1
Cc1ccccc1
O=[N+]([O-])c1ccc(F)cc1
CC(=O)c1ccccc1
O=C(c1ccccc1)c1ccccc1
COc1ccc(O)cc1
COc1ccc(SSc2ccc(OC)cc2)cc1
CCOC(=O)CBr
CC(=O)c1ccc(Cl)cc1
O=[N+]([O-])c1ccccc1
Cc1cc(C)c(O)c(C)c1
Sc1ccc2ccccc2c1
CCOC(=O)C(Br)C(=O)OCC
CC(=O)c1ccc(-c2ccccc2)cc1
C1=C(c2ccccc2)CCCC1
Oc1ccc2ccccc2c1
Cc1cccc(C)c1S
Brc1ccc(I)cc1
CC(=O)c1ccc(Br)cc1
N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1
COc1ccccc1O
CSc1ccccc1
Clc1ccc(I)cc1
CC(=O)c1ccc(I)cc1
N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1
Cc1cccc(C)c1
Cc1ccc(SSc2ccc(C)cc2)cc1
Ic1ccccc1
CC(=O)c1ccc(C(F)(F)F)cc1
C1=CSC(=C2SC=CS2)S1
Cc1ccc(O)cc1C
Sc1ccccc1
Brc1ccccc1
C=C(c1ccccc1)c1ccccc1
C1=CSC(=C2SC=CS2)S1
Oc1ccccc1
c1ccc(SSc2ccccc2)cc1
Clc1ccccc1
CC(=O)c1ccc([N+](=O)[O-])cc1
C#Cc1ccc(OC)cc1
Oc1ccc(Br)cc1
O=[N+]([O-])c1ccc([S+]=[S+]c2ccc(N([O-])[O-])cc2)cc1
O=CC1CCCCC1
CC(=O)C1CCCCC1
CC=Cc1ccccc1C=CC
N#Cc1ccc(O)cc1
S=c1[nH]c2ccccc2[nH]1
CC=Cc1ccc(C=CC)cc1
CN1CCCN(C)C1=O
CC=Cc1ccc(C(C)(C)C)cc1
COc1ccc(OC)cc1
COc1ccc2cc[nH]c2c1
CC(C)CC=O
CN(C)C=O
CC=Cc1cccc(C=CC)c1
COc1ccc2ccccc2c1
C=Cc1ccc(C)c(C)c1
Cc1ccccc1C=O
O=C1CCCCN1
C1=Cc2ccccc2C1
COc1ccccc1OC
Nc1nccs1
O=Cc1ccccc1
N#Cc1ccccc1
CC=Cc1ccccc1C
CC(C)Oc1cccc(OC(C)C)c1
COc1cccc2[nH]ccc12
O=Cc1ccc(Cl)cc1
COC(=O)c1ccccc1
CC=Cc1ccc(F)cc1
COc1cccc(OC)c1
S=c1[nH]c2ccccc2s1
O=Cc1ccc2ccccc2c1
c1ccccc1
CC=Cc1cccc(C)c1
C1=COCCC1
COc1ccc2[nH]ccc2c1
O=Cc1ccc(-c2ccccc2)cc1
O=C(O)c1ccccc1
CC=Cc1ccc(Cl)cc1
Cc1ccccc1C
Cn1cccc1
O=Cc1ccc(C(F)(F)F)cc1
O=C1CCCO1
CC=Cc1ccccc1
COc1ccccc1
S=c1[nH]c2ccccc2o1
N#Cc1ccc(C=O)cc1
N#Cc1cccc(C#N)c1
CC=Cc1ccc(Br)cc1
c1ccc(Oc2ccccc2)cc1
c1c[nH]cn1
O=Cc1ccc([N+](=O)[O-])cc1
COC(=O)c1ccc(C#N)cc1
C(#Cc1ccccc1)c1ccccc1
C1=C(N2CCCC2)CCCC1
c1ccc2[nH]ccc2c1
O=Cc1ccc(O)cc1
N#Cc1ccccc1C#N
CC1=CCCC1
Nc1ccccc1N
c1ccc2sccc2c1
CC=Cc1ccsc1
N#Cc1ccc(C#N)cc1
CC=Cc1cccc(Cl)c1
C1=C(N2CCOCC2)CCCC1
OCc1ccco1
COc1ccc(C=O)cc1
Cc1cc(C)c(S(=O)(=O)Cl)c(C)c1
C=C(C)c1ccccc1
CN(C)c1ccccc1
Cc1ccc(N=Cc2ccccc2)cc1
Cc1ccc(S(=O)(=O)Cl)cc1
CC=Cc1cccc(Br)c1
Cc1ccc(N)cc1
C(=Nc1ccccc1)c1ccccc1
O=C1OC(=O)c2ccccc21
CC=Cc1ccc(C(=O)OC)cc1
CC(C)c1cccc(C(C)C)c1N
Fc1ccc(N=Cc2ccccc2)cc1
O=C(Cl)c1ccccc1
CC=Cc1ccccc1Cl
C#Cc1ccccc1
