SMILES
CC1=CCCCC1
COc1cccc(N)c1
C=Cc1ccccc1
O=C1C=CC(=O)O1
C1CCNC1
c1ccc2occc2c1
CC=C(C)C
c1ccc(Nc2ccccc2)cc1
c1ccoc1
C1CCNCC1
c1ccc2ncccc2c1
C(=Nc1ccccc1)c1ccccc1
Nc1ccccc1
c1cn[nH]c1
C1=CC2CCC1C2
CC(C)NC(C)C
CC=Cc1cccc(OC)c1
C1=CCCC1
O=C1CCCCC1
C1=CCCCC1
CC=Cc1ccc(OC)cc1
CC(=O)c1ccc(C)cc1
c1ccc2cc3ccccc3cc2c1
C=C(C)CCC
O=C(CBr)c1ccccc1
Cc1ccccc1
CC(=O)c1ccccc1
O=[N+]([O-])c1ccccc1
Cc1cc(C)c(O)c(C)c1
CC(=O)c1ccc(-c2ccccc2)cc1
C1=C(c2ccccc2)CCCC1
Oc1ccc2ccccc2c1
COc1ccccc1O
Cc1cccc(C)c1
Ic1ccccc1
Cc1ccc(O)cc1C
Sc1ccccc1
Brc1ccccc1
Oc1ccccc1
c1ccc(SSc2ccccc2)cc1
Clc1ccccc1
Oc1ccc(Br)cc1
O=[N+]([O-])c1ccc([S+]=[S+]c2ccc(N([O-])[O-])cc2)cc1
O=CC1CCCCC1
CC(=O)C1CCCCC1
CC(C)CC=O
CN(C)C=O
COc1ccc2ccccc2c1
C=Cc1ccc(C)c(C)c1
Cc1ccccc1C=O
O=C1CCCCN1
C1=Cc2ccccc2C1
O=Cc1ccccc1
N#Cc1ccccc1
CC=Cc1ccccc1C
COc1cccc2[nH]ccc12
O=Cc1ccc(Cl)cc1
COC(=O)c1ccccc1
COc1cccc(OC)c1
O=Cc1ccc2ccccc2c1
c1ccccc1
CC=Cc1cccc(C)c1
C1=COCCC1
COc1ccc2[nH]ccc2c1
O=Cc1ccc(-c2ccccc2)cc1
O=C(O)c1ccccc1
Cc1ccccc1C
Cn1cccc1
O=Cc1ccc(C(F)(F)F)cc1
O=C1CCCO1
CC=Cc1ccccc1
COc1ccccc1
c1ccc(Oc2ccccc2)cc1
c1c[nH]cn1
O=Cc1ccc([N+](=O)[O-])cc1
C1=C(N2CCCC2)CCCC1
c1ccc2[nH]ccc2c1
CC1=CCCC1
Nc1ccccc1N
c1ccc2sccc2c1
C1=C(N2CCOCC2)CCCC1
OCc1ccco1
C=C(C)c1ccccc1
CN(C)c1ccccc1
Cc1ccc(S(=O)(=O)Cl)cc1
Cc1ccc(N)cc1
C(=Nc1ccccc1)c1ccccc1
O=C1OC(=O)c2ccccc21
C#Cc1ccccc1
