subdir,soap_descriptor
49,"[[0.8090272539006612, -2.6609641306866125, 5.490969213764585, 8.752152749689923, -18.060296547594575, 37.26789519282698, 0.13597464382490212, -0.3313979329554545, 0.8178008017810848, 0.8078064121684478, -1.9911917706901479, 4.94987633460022, 0.28565646695301306, -0.6498421299651999, 1.205863901687462, 1.4784176264756521, -2.746702957343461, 5.233754271867651, 1.4507841554163299, -2.0691789062382795, 20.19285326782309, -4.771760877421994, 6.805717388291461, -66.41612873092764, 9.846653613707156, -14.043776173355665, 137.0514220591346, -0.13244453492584268, 0.33495158082469795, -0.8223681864796445, 0.328573254918237, -0.8307248072409081, 2.0409890476470203, -0.7039967026251432, 1.7841742488819334, -4.3579597187249846, 0.31826074429387646, -0.7218499877886527, 1.7448529730674824, -0.7214153468415669, 1.6360491127314647, -3.9617006859001633, 1.2342142717950422, -2.7913720267611377, 7.02725117994786, 0.38515600296626207, -1.1198952952929488, 4.1316504861246015, -1.2668130815994654, 3.6834373582983604, -13.589373770913063, 2.614101990492458, -7.600869512670881, 28.042028883406847, -0.02502936431975968, 0.07116865110934742, -0.0010261437407528661, 0.05597466136598767, -0.16159699665320146, -0.03290921869303495, -0.2310634687498617, 0.6179481621199155, -0.573408294471688, 0.10082516113939889, -0.2301166685251966, 0.5192659274953089, -0.2295915781044689, 0.5240459961292281, -1.1800876036766335, 0.4256945890919485, -0.9733726525272858, 2.0906089991730066, 2.601611571747513, -3.710544925920121, 36.210735092493834, 5.292159597069841, -51.645511121031596, 504.0019617755677, 0.40257296004453563, -1.006964013199351, 2.5388292157050536, 2.5188851639009076, -6.349914176149175, 16.01294371645149, 0.43889235032059676, -1.0013957071162538, 2.2124022102958127, 2.285205956721366, -5.035413878407337, 11.56585511463492, 0.6906791134326226, -2.0082467460803226, 7.409061971753742, -0.985080135565735, 2.864259159432707, -10.567164446709588, 9.613271512944523, -27.951940140637877, 103.12361124794465, -0.2135926291786266, 0.4919047409017072, -1.6752733285462227, 0.5304832777782289, -1.221168720161602, 4.168491707733317, -1.360322212690353, 3.134715378617183, -10.64217806701463, 0.11668690965716168, -0.2649074006483418, 0.6809493547621971, -0.2640817268255321, 0.5994279493539216, -1.5468377585375932, 0.6619423834688694, -1.5060916566875253, 3.674518473163449, 0.18336236005117604, -0.5331518729389016, 1.9669670943925468, 1.5502141199476542, -5.7192337080079465, 21.100075006360303, 0.21161609194506925, -0.5013030858431375, 1.4583563068459102, 1.1886107609944159, -3.4394308728631993, 10.271318859453475, 0.0552343937609837, -0.1258762036316695, 0.29507367384614724, 0.28688873334932796, -0.6711159414863483, 1.6523681658901967]]"
181,"[[0.2079589086398957, -0.7011746477302082, 1.3528332420166576, 2.3641491957957994, -4.561345210516109, 8.80057407819169, 0.11754676657815605, -0.2907642377247396, 0.5588157812364177, 0.7192511009659591, -1.3825306233226808, 2.6832981753611214, 0.06339274709180674, -0.14554896287323757, 0.27775460376816885, 0.3341819635190453, -0.6378392130949246, 1.22142165659828, 1.1681949118141082, -2.478035653214173, 13.19426133168891, -3.938800511738874, 8.355187991556944, -44.4870652659909, 7.599447988032276, -16.12034333367079, 85.83251109608574, 0.05586793467539143, -0.12368134929319466, 0.43743762517929435, -0.13863177963600448, 0.30661233287971584, -1.0879947696614807, 0.2559014108117446, -0.568083314511043, 2.00913950712874, -0.006361879447001823, 0.01569484399056502, -0.008375166347700334, 0.014660377884960309, -0.03614904762375808, 0.019611052675459678, -0.020091041929119324, 0.05085419025692612, -0.003550829083594183, 0.14909816886589405, -0.5019415277785783, 1.017066731401929, -0.5027140059327385, 1.6923952728120244, -3.429241919824395, 0.9699269941585882, -3.2652757641815096, 6.61631517778505, -0.08894432678407976, 0.22035099821110596, -0.43806410364945503, 0.2205371659023451, -0.5463476770864967, 1.0866164209915326, -0.4226244582365501, 1.0469846063858674, -2.0830062919950247, -0.05340622404716405, 0.1216562116399526, -0.22227667813426216, 0.1226432807085073, -0.279375046708621, 0.5104535955011932, -0.23514978669475903, 0.5357160362391736, -0.9803096692330682, 0.0014212203698635514, -0.003889216594703045, 0.004117617168789566, -0.004791925956447796, 0.013113264026882978, -0.013883361798235534, 0.009245452253800527, -0.025300486183200348, 0.026786298409956076, -0.0004689174047889571, 0.0010464041714085717, -0.0011659052546788469, 0.0011532849955101939, -0.002573537972786632, 0.0028672792102512217, -0.0019469005878446463, 0.0043378218102913665, -0.00481324784404579, 0.00037011976480489506, -0.000787220886996267, 0.0009237751247970765, -0.0008505590293778403, 0.0018090805910744604, -0.002122876063895567, 0.0016661036152269618, -0.0035433863397250098, 0.004156783497360363, 6.562254826752665, -13.920195390097325, 74.11785844440442, 29.52824064504897, -157.22264658720047, 837.12947537321, 0.05100655428904433, -0.10008692357342769, 0.49638683998338423, 0.20044267836700408, -0.9407552477118342, 5.115549448574318, 0.7284218920705388, -1.6487933526927534, 3.581016304485898, 3.7321195232329334, -8.104733273837661, 17.623313663534955, 0.8375487415715525, -2.819622119649094, 5.7133026344955695, -1.7766518428811953, 5.9811287229725725, -12.119353956007792, 9.45975441475021, -31.846424536713567, 64.52930693688619, -0.06335732311148036, 0.15650588333759255, -0.32843291631328286, 0.12794255952678038, -0.31622750066716365, 0.6565821834900952, -0.5953742328168102, 1.469206654539052, -3.1410514267484713, -0.06132841104815653, 0.14178001337774077, -0.33571241818454023, 0.13761454793345124, -0.31818228738971965, 0.7549077401970077, -0.323679166835417, 0.7475144601033813, -1.741670595024407, 0.007983607990153947, -0.021847407579650438, 0.023130432145649277, -0.016935243460498097, 0.0463438544074829, -0.049065472680547846, 0.09017143383056693, -0.24675711399751335, 0.26124832710550133, -0.00016247337866371416, 0.0003652809970887641, -0.0004150177087771578, 0.0004385872846608511, -0.0009841841039136738, 0.0011127140678646535, -0.0004438136843321512, 0.0010115273968658318, -0.001189413580356077, 0.0018016477038204578, -0.003822340542659988, 0.004444757783698889, -0.004070973394645531, 0.00863684181984372, -0.010043005993869668, 0.009011260550392525, -0.019119387748178288, 0.02223799466287456, 0.10689738710668494, -0.359871876415387, 0.7291959178773837, 1.2115148081728249, -2.4548504911451103, 4.974178518679508, 0.08838100738558265, -0.21848854572435958, 0.452275460578767, 0.5401380373369193, -1.1177911861958587, 2.3249761732580434, 0.05417185335559018, -0.12359906787788241, 0.23307032076434722, 0.2820105753896141, -0.5319767853695113, 1.011130754052814, 0.0010189578128076027, -0.0027884117895482473, 0.0029521658099311288, -0.0034303388511940447, 0.009387235835072736, -0.00993851653688201, 0.006950776793515336, -0.019021030815940285, 0.020138071806661936, 0.0001936193493233088, -0.00043238885006948173, 0.00048270500803459593, -0.00048357913957020515, 0.0010799186184337875, -0.001205570363695272, 0.000805716171904933, -0.0017993940440524522, 0.0020089914045589917, -0.0005065588529126348, 0.0010766581958492412, -0.0012601873785961849, 0.0011596392049296254, -0.002464718991768034, 0.0028847784702211534, -0.002304351519563811, 0.0048968932407428434, -0.005728040233940627, 9.712819484029502e-06, -2.6579452081924028e-05, 2.8140373662554113e-05, 7.273555059238138e-05, -7.70070641754575e-05, 8.152942934543718e-05, 6.124402932046591e-06, -1.3736110721584736e-05, 1.5509882261197296e-05, 3.080894686472574e-05, -3.479008938071878e-05, 3.9293680296748274e-05, 7.546442181588672e-06, -1.6028222047760783e-05, 1.8713253851142765e-05, 3.404313426894114e-05, -3.974635940940294e-05, 4.6406508213633106e-05]]"
52,"[[0.6635148156445954, -2.2510744402522924, 4.867125608095793, 7.6371107563503715, -16.51246030314784, 35.70215935866994, 0.02000834178314866, -0.04893040536548773, 0.10509527536140222, 0.11965960155448335, -0.25696953730251026, 0.557984400517227, 0.31475717208700643, -0.7217213965668805, 1.4324480757762843, 1.6548779071121644, -3.2848574902988505, 6.531047042485116, 1.3011975328694083, -2.083178580583825, 20.35596441340051, -4.414509576724516, 7.06749864006823, -69.06069030753284, 9.544763257874289, -15.280882320534467, 149.31849800173384, -0.02922837965674941, 0.07945258718429263, -0.1490382541067457, 0.07149921189782855, -0.19435802686682374, 0.3645896497437588, -0.1504393514925857, 0.40908010920442567, -0.7658748417155927, 0.27209508733185916, -0.608039430511689, 1.8171091821587693, -0.623326672462168, 1.392919130782809, -4.16278627655761, 1.2155563386901769, -2.7162670016923323, 8.120300624248582, 0.1435880160009825, -0.4897690662471894, 1.0773445207154297, -0.48714407745716737, 1.6616156876379773, -3.6550543510808113, 1.0532709944315515, -3.5926365292522733, 7.9027189474611825, 0.03161975867720512, -0.07844747555960546, 0.16777417417817064, -0.07739295044424466, 0.19200910577592306, -0.4106463455508869, 0.15636236078909566, -0.38792935144339336, 0.8296573741042377, 0.002817282908619976, -0.006462594299605029, 0.012784255175998066, -0.005925008052998359, 0.013591437037176253, -0.026886477974084076, -0.00805524970919415, 0.018478020327051373, -0.036553080087780986, 0.04993577643461447, -0.1598160255297237, 0.23003078589965653, -0.16941467972634416, 0.5422000560201046, -0.7804142581304878, 0.3662973162233688, -1.1723094226376003, 1.68736055669677, -0.0118875555307864, 0.028858175160927674, -0.04382820279443419, 0.029092195337425693, -0.07062407966794287, 0.10725995211394287, -0.05935924323559964, 0.1441002260117076, -0.21885146559495416, 0.0016161890864067783, -0.00363101543393227, 0.005546405164970494, -0.0034705604637365385, 0.007797143734115517, -0.011910199520160565, -0.0016356216161700571, 0.0036746735777003596, -0.0056130933293406, 2.551736569590534, -4.085254414324922, 39.91942613694669, 6.540370910011027, -63.90981490281656, 624.5004292738784, 0.044292773801753026, -0.12033272970061487, 0.22648901295817603, 0.3269178141719232, -0.6152888673642684, 1.1583852631038856, 0.29284168250284653, -0.6544558949515374, 1.9528755080682194, 1.462609140420068, -4.3643423296882515, 13.023957732460142, 0.2815858331491553, -0.9604703401498006, 2.1127456378550136, -0.45081055058459235, 1.537684470914943, -3.382442978735032, 4.405135311209673, -15.025620300018081, 33.05184180906384, -0.05121964836877354, 0.12707409169689793, -0.27177102439311945, 0.1390117754807755, -0.3448831779790611, 0.737595314069926, -0.26317831902565025, 0.6529358734311383, -1.396421952073874, 0.052822476418843675, -0.12117002305695324, 0.2396976233733753, -0.1181089693303362, 0.27093138200322003, -0.5359544112070654, 0.3498515735264536, -0.8025281301576609, 1.587555078690162, 0.09792744271356642, -0.3134100599249592, 0.45110596483947896, -0.1567789255351479, 0.501760191886787, -0.7222072435496364, 1.5319791873389137, -4.902994253736017, 7.057112187029282, 0.018959145612306803, -0.046025134735609395, 0.06990043298249222, -0.05146747670225794, 0.12494220985283326, -0.18975532861928543, 0.09730967167545833, -0.23622851163892458, 0.358770818189369, 0.021706754365226066, -0.04876753641242866, 0.07449280256786332, -0.04854693797854326, 0.10906810505826936, -0.16660240426838518, 0.14351562408009103, -0.3224297518329323, 0.49251402904934327, 0.031073184581521026, -0.10598854292766316, 0.23314289090707813, 0.3615197921686344, -0.7952347219627903, 1.7492770152961592, 0.065820500090018, -0.1632982757662556, 0.34924302109104727, 0.40513710518398416, -0.8664592807646421, 1.8530805389504954, 0.04440616050140933, -0.10186374923359419, 0.20150609848211043, 0.23366630419658213, -0.46223691607316936, 0.9143935721304548, 0.010806358647393847, -0.03458500924155259, 0.049779844229085685, -0.03685976261577506, 0.11796714067189096, -0.1697957009576831, 0.08108038262452141, -0.2594922002754341, 0.3734994320271554, -0.02380919095207388, 0.05779908250737475, -0.0877820546635015, 0.059069740043692434, -0.1433974293938437, 0.2177840969024013, -0.12633136737739475, 0.3066814467158318, -0.4657708453495941, 0.018090631383994086, -0.040643364268040265, 0.062083064531044584, -0.04149828577766993, 0.09323223217368413, -0.14241298156913756, 0.08209159513241357, -0.1844312967021791, 0.2817202832716611, 0.003758140299708784, -0.01202767011881708, 0.01731199609552755, 0.03849373279073569, -0.0554058554310465, 0.07974827571892008, 0.008654460550461797, -0.021009528648825847, 0.03190811189901358, 0.05100263516970807, -0.07745998576843657, 0.11764194879895143, 0.007478382324865377, -0.016801327190498053, 0.025664161886202526, 0.03774674563288671, -0.057658456359779724, 0.08807375401645665]]"
27,"[[0.9715322480966743, -3.131387363483396, 8.260271583318094, 10.092909256891462, -26.624036521296617, 70.23141719057259, 0.08606203212447881, -0.2090235580618518, 0.5428659369716204, 0.5079249122920817, -1.3147869180481104, 3.4774155529776403, 0.3653708896691499, -0.834609203530617, 1.7827060200074876, 1.9065754922656781, -4.074752221772695, 8.802275071974865, 1.739786107161898, -2.6904245436120697, 23.31153954940481, -5.607579410569014, 8.671623031327412, -75.13642548804606, 14.792206609914823, -22.87483245996063, 198.2020134489487, -0.11803961165222028, 0.2754945348535268, -0.7048157222623715, 0.28636755055306, -0.6693760801708079, 1.7012528823628652, -0.7491909867425576, 1.7339395683168677, -4.597538022115645, 0.25947313720863596, -0.586376254523698, 1.4561062318742546, -0.5851147846842104, 1.3222391067484471, -3.288984863956457, 1.0254539751337288, -2.313925682702385, 5.979267284086997, 0.003589825450121024, -0.010123048278816214, 0.011222649760123575, -0.011570520766184077, 0.03262803218556997, -0.036172205001427815, 0.030521820776201455, -0.08606932831913781, 0.09541848465111975, -0.0016211300737684505, 0.003693653482581923, -0.0043585211914878765, 0.003956781940740395, -0.009015304590124154, 0.010638084024142767, -0.009946719519847628, 0.022663039684006507, -0.026742448687207696, 0.0005014533867363114, -0.001078481273498665, 0.001318965753584141, -0.0010900204223807596, 0.0023443188227721054, -0.002867065306278516, 0.0008321549878402721, -0.0017897248174458394, 0.0021888054995083906, 3.1155483563242035, -4.8179185534126505, 41.745492981900384, 7.450482718459329, -64.555693623112, 559.3513516695841, 0.1623000809181195, -0.37752495409980374, 0.9798828384087088, 0.8821672026822017, -2.2452369184947565, 6.2053794613978654, 0.8290984005725232, -1.8796062955669495, 4.136934020509215, 4.2612793296960625, -9.374776338462873, 20.805736700138205, 0.006428534366710276, -0.01812800222752987, 0.020097130256312323, -0.009941156886155975, 0.02803334382245535, -0.031078425258812496, 0.0861364696024264, -0.24289861790431932, 0.269283129041545, 0.002199224011786564, -0.005010807930563062, 0.0059127670353550064, -0.005209594556832795, 0.011869767509126921, -0.01400635805998797, 0.012479224568713346, -0.028433209668981597, 0.03355126501949162, 0.0049189523507634815, -0.010579244523719366, 0.01293825082406095, -0.011150697067159716, 0.023981925920687815, -0.029329520847186222, 0.024150475917640378, -0.05194069222021587, 0.0635226553667218, 1.3264456005020105e-05, -3.740480711298241e-05, 4.1467850198089707e-05, 0.00010547885225220732, -0.00011693634005514906, 0.0001296383809031, 3.2003965899531756e-05, -7.291923209249095e-05, 8.604489290640857e-05, 0.00016614235953289638, -0.0001960484377440151, 0.0002313376916635085, 3.350856159513354e-05, -7.206722925421457e-05, 8.813709581960935e-05, 0.00015499577675497122, -0.00018955741422081626, 0.0002318257570519879]]"
139,"[[0.5763900853615802, -1.8459229262961667, 4.846096036552217, 5.911676026988315, -15.51990570985105, 40.744362874935206, 0.0365909616105809, -0.08404940787579777, 0.289880054996043, 0.19317795641320154, -0.6650905497471574, 2.3088355280277746, 0.08254362859097959, -0.18934922098731194, 0.4395997741907419, 0.43439819151352416, -1.0088662013038325, 2.413918399790501, 1.0750870877223861, -2.5981244745697065, 11.57815547812233, -3.443029214749242, 8.320645435756969, -37.07971941932392, 9.038974484600315, -21.84416602305563, 97.3452784808327, 0.034305422951891665, -0.05608786191694711, 0.43642334614972716, -0.07751667620032027, 0.12638443609932118, -0.9889055956044964, 0.2866075390137716, -0.47286363320108843, 3.61229308842338, 0.0222593637642832, -0.0507790038644873, 0.11116681344053642, -0.047802623102071964, 0.10913895778651495, -0.23852691281623578, -0.09350725258269893, 0.21270855042215545, -0.3642184051082477, 0.21921807558591766, 0.38505700521364394, 4.6601097784831795, -0.7020586957680245, -1.2331675577120984, -14.924273851384395, 1.8431126319098408, 3.2374311671962834, 39.18065230639528, -0.008891708173845533, 0.013064248033147444, -0.11745583459049205, 0.021482030051559697, -0.031562728258964855, 0.28376884610606085, -0.07372936926676812, 0.10832775307019543, -0.973934865128792, -0.010189569577229756, 0.021587392176303268, -0.0846888834773725, 0.023498215064813706, -0.04978278819360705, 0.19530143863949936, -0.05961805252225177, 0.12630546077837293, -0.4955053562309081, 2.00526045735561, -4.846041154842501, 21.595661983607783, 11.711254160667172, -52.189463146667876, 232.57458391478005, 0.05190456306964964, -0.09045545044947238, 0.6161462320175219, 0.15862524772988762, -1.0659816882234656, 7.375705857736498, 1.1359065448992833, -2.5809973015812586, 5.3340872542069455, 5.86469329910927, -12.115854742017373, 25.158299835144053, 0.4088871901915603, 0.71821119907458, 8.692071528387263, -0.9881430335335339, -1.7356752913653908, -21.005818068614893, 4.403512529463972, 7.73477890673117, 93.60930545248569, -0.005628637237345732, 0.008269942233775713, -0.07435199979506757, 0.008742616991663113, -0.012845194039752041, 0.11548640094614117, -0.07477966126291359, 0.10987090708251758, -0.987808793575278, 0.01669125220384606, -0.03536171027706668, 0.13872651855106755, -0.03806104423816258, 0.08063526946662486, -0.3163379292993852, 0.07117383915921115, -0.1507872895884127, 0.5915493216378259, 0.08337507164691484, 0.14644848656766674, 1.7723765963415963, 0.2572370709171522, 3.113183173759634, 37.67695472050202, 0.025971379425286552, -0.03815875824320788, 0.3430713183813456, 0.056065209583973395, -0.5040616165942415, 4.531832043596428, 0.0031096672928788965, -0.006588070956324986, 0.02584547355253601, 0.013957338466711367, -0.054755637059259885, 0.21481028040669325]]"
20,"[[1.0293107476800427, -3.020685514401597, 9.017237053772549, 8.864709707424499, -26.462598792102554, 78.99515697003457, 0.17057515944647805, -0.3867251506550406, 1.399589269113434, 0.8775360043936534, -3.1671366665289034, 11.541428752156866, 0.13087424835183048, -0.29568336762191033, 0.46623113263643196, 0.668110219748487, -1.051585320147079, 1.8468866653878668, 2.046620990255552, -4.512934277831292, 24.4471801791722, -6.006153528144167, 13.243964693088893, -71.74436213906749, 17.929344146028146, -39.53538645449976, 214.16857782622722, -0.2241561539401447, 0.49211948048163223, -1.673039059783096, 0.5120715246869035, -1.1223862033936503, 3.8385837569444163, -1.7985068093790018, 3.952134864479968, -13.342710491568818, 0.3088837192504335, -0.7000411953613387, 1.6135762009997061, -0.6968759170658066, 1.5794410724973331, -3.64142904739172, 1.0886054288989273, -2.4647054033973457, 5.606769944990315, 4.069380881522326, -8.973253258523597, 48.609336121307294, 19.786615307310008, -107.18679240022777, 580.6454659683509, 0.3243005615100367, -0.7132634320797447, 2.4558127653968715, 1.5844073350015844, -5.308719053604041, 19.200548524096213, 0.7797408260184546, -1.765591852915429, 4.0520328680919615, 3.997982070882403, -9.176373886050117, 21.196631031466858]]"
107,"[[0.5186851037081552, -1.7674892910344093, 3.9639728402429006, 6.022957612600124, -13.507770890260133, 30.29406583271482, 1.3602349880447105e-05, -3.4555926197705333e-05, 3.281294925758993e-05, 8.778718723861356e-05, -8.335926075631579e-05, 7.915475868385037e-05, 0.3213543554381903, -0.7373049344024832, 1.4727384387428926, 1.6916483535852749, -3.3790029592500113, 6.749429328970394, 1.1552512307580713, -1.828594975563147, 18.258228796879614, -3.9366740325130105, 6.23118345570558, -62.217371659662305, 8.828833659658805, -13.974761887542865, 139.53576562031822, 6.16654109057865e-05, -0.00016755795975946448, 0.0003186490387392438, -0.0001566571537841727, 0.00042567060987171233, -0.0008095081301229268, 0.0001487553706070796, -0.00040419979549534944, 0.0007686765503919974, 0.23118149665203866, -0.5160005655943863, 1.5574979256156967, -0.5304149838251209, 1.1838941946506107, -3.5734703968394776, 1.0594527020780857, -2.3647143783211573, 7.137660858154798, 0.05318409251953039, -0.1725219560246374, 0.258632776508079, -0.18123195231483805, 0.5878917816645628, -0.8813259905102957, 0.4064514225937841, -1.3184730834530236, 1.976562068864593, 0.00041171895607316664, -0.0010051058299389696, 0.0015825252805443002, -0.0010459464841167435, 0.002553409051205022, -0.004020307369372182, 0.0009931890393117503, -0.0024246153326647497, 0.003817523434094776, -0.011150689618136539, 0.025149812569215692, -0.03955939381402967, 0.025583861456194634, -0.05770309662045853, 0.09076407695744951, -0.051111720758503246, 0.11527988323481529, -0.18132947461022103, 0.0407754652893488, -0.1297768799959172, 0.18392882435465846, -0.13894788518241402, 0.4422321828345863, -0.6267622205366532, 0.3116203565510347, -0.9918002732631582, 1.4056483578712995, -0.0003173444397138729, 0.0007685522500191629, -0.0011511322717701873, 0.0008061938758568567, -0.001952459346066087, 0.0029243801739178422, -0.0007655295321284452, 0.001853977479182893, -0.002776874711341169, -0.00875487817562249, 0.019636997161719797, -0.02965443801904375, 0.020086972015316708, -0.045054631776674965, 0.06803839581424242, -0.04012997437036189, 0.09001064058263199, -0.1359278580238037, 2.573055205608857, -4.072772826855596, 40.66598623762634, 6.446608087931893, -64.36835220824462, 642.7077169094388, 0.0002795564553404627, -0.0007596139960726201, 0.0014445763861276977, 0.002064031833326593, -0.003925219469269819, 0.0074646852030859105, 0.2875999651752694, -0.6416672562674183, 1.9420202968922393, 1.4316307734399236, -4.332856077993768, 13.11359572461849, 0.11845527835807905, -0.38425279732420153, 0.5760447547833399, -0.1874975079597023, 0.6082163912277746, -0.9117952149725168, 1.8721326728564998, -6.072943531756773, 9.104129604064607, 0.001866503193696046, -0.004556586996811027, 0.007174283444252561, -0.005071683815072737, 0.012381210276922086, -0.019494044988430544, 0.009644944284575912, -0.023545648279893715, 0.037072298796633936, 0.026976585199674562, -0.060844314097469605, 0.09570505450496, -0.06013706736025104, 0.13563609286663691, -0.21334877142088055, 0.18302118621659522, -0.41279496490120376, 0.6493057765751978, 0.09081792810991919, -0.28904801635402855, 0.4096589610700699, -0.1437515949875936, 0.4575210450584306, -0.6484306598968883, 1.43533671823174, -4.568274566920803, 6.474476582034211, -0.0014386619821596422, 0.0034841855253639918, -0.005218589105660743, 0.003909148784187555, -0.009467268739467636, 0.014180009974924317, -0.0074341231822472095, 0.01800413488822172, -0.026966469351457627, 0.021180458347477935, -0.04750729731585055, 0.07174224205987466, -0.047216155823115676, 0.10590478808346392, -0.1599301027686249, 0.14369767643576228, -0.3223106944162773, 0.4867313689424276, 0.0054533042821246856, -0.017689776716678835, 0.026519268465685898, 0.05738322750698065, -0.08602489675578305, 0.12896247184672371, 0.012462005878134095, -0.030422778878853352, 0.04790024616921979, 0.07426938197289512, -0.11693611860717623, 0.1841143075608463, 0.010485851547246834, -0.023650304158134176, 0.03720074228936449, 0.05334205660379754, -0.08390437973374108, 0.1319773812021082, 0.004180968574134762, -0.013306851388742384, 0.018859395694137047, -0.013562492886804216, 0.0431656144038174, -0.06117731224614448, 0.020331934975188433, -0.06471085165149713, 0.09171272161592282, -0.009605455881920737, 0.023262719640419982, -0.03484274140965943, 0.023449247511509758, -0.056789940773741686, 0.08505958252668137, -0.03692051711505641, 0.08941497927687553, -0.13392514070800984, 0.008232885678028682, -0.018466179591438786, 0.02788635011927115, -0.018568854375556, 0.041649527652422774, -0.06289624254256658, 0.029207876635117813, -0.06551261811737202, 0.09893263503719665, 0.003205487409752938, -0.010202168189913846, 0.01445922263733249, 0.03247064251714288, -0.04601965391991523, 0.06522225563570759, 0.007403686340884112, -0.01793042222782604, 0.026856063035924253, 0.043424319516718775, -0.06504064697502168, 0.09741743350291752, 0.006463986857246798, -0.014498578852026607, 0.021894753275708417, 0.032519990119219896, -0.04910944496392966, 0.07416169487824835]]"
82,"[[0.9313506530209673, -3.0881957963727498, 5.077485172534195, 10.239916883936106, -16.83605236663968, 27.681148441439074, 0.016693014038976224, -0.04167044499912703, 0.08047931221323071, 0.10402228177419803, -0.20092474377970365, 0.38857423657227996, 0.40572134057764936, -0.9199963276905189, 1.5246102938660617, 2.086157942569336, -3.457381192259952, 5.733367988842046, 1.7878489345123856, -3.1192573070533633, 24.412530293322536, -5.928194226526569, 10.342911418166276, -80.94767871383434, 9.746894390713797, -17.00539176572182, 133.09086130591515, -0.02608660939227121, 0.06887032151808603, -0.1397819302732732, 0.06456486767140253, -0.17046569336821873, 0.34575049231930616, -0.11346551634199281, 0.2997847526225649, -0.6032776179688012, 0.48462831904860104, -1.0962756004487104, 2.7137474216769997, -1.0988881020922596, 2.485815055715003, -6.153423027414871, 1.8208308270312359, -4.119330849992234, 10.19686252675048, 0.18618086490816907, -0.6304736926085311, 1.5192836353852492, -0.6173431698463698, 2.0905404435180417, -5.037678688554061, 1.0150103807996564, -3.4371810611922458, 8.282745179294768, 0.008362750301136793, -0.020677158710806106, 0.04717992183409239, -0.02058444135838594, 0.050895667766472634, -0.11613073442538283, 0.03385628940785879, -0.08371072245815087, 0.19100619178334824, 0.01750514105447499, -0.040178887350440284, 0.08307557246823857, -0.04039650129976998, 0.09272055963584762, -0.19171296368014237, 0.07841805269487463, -0.17998998669381205, 0.3721549343246116, 3.4320089885255203, -5.98782084362782, 46.86303287821439, 10.446941886008165, -81.76186193042116, 639.9003784334851, 0.30513217670023046, -0.800657668728982, 1.7363102416194458, 2.1009138674005245, -4.555774536316858, 9.885406296713464, 0.5916885822384313, -1.3382770185127264, 3.321015796409283, 3.0269524055149235, -7.5114495632223335, 18.64498244078132, 0.35739842976753766, -1.210276404394034, 2.9164629024901445, -0.623552494878905, 2.1115673953683296, -5.088348374256572, 4.880166229405483, -16.52595407543262, 39.8234087802337, -0.15193244594606403, 0.37565767062549854, -0.8571535279276916, 0.3985318760404143, -0.9853823868306547, 2.24838744227781, -0.8673196852433679, 2.144474740845208, -4.893136047526042, 0.03192087082400902, -0.07326676597318506, 0.15148947438565924, -0.07337889166559312, 0.16842379121408627, -0.34824017774170607, 0.18857901506670363, -0.43283827187928375, 0.8949547783368511, 0.03721832839813721, -0.1260343105048114, 0.3037111106964404, 0.4267963691034078, -1.0284723166447245, 2.4783606016298716, 0.07713061227677159, -0.1907078238712521, 0.43514587034113644, 0.4715309915497899, -1.075911619909594, 2.454951709646544, 0.04963800371615639, -0.11393223016059811, 0.2355711137698067, 0.26150433332480166, -0.5406974564626648, 1.1179690053628175]]"
