nSpiro,nBridgehead,nB,nP,AATSC5c,AATSC5dv,MATS6dv,MATS6se,GATS4c,GATS1pe,BCUTse-1l,RPCG,C1SP1,C2SP1,C3SP3,Xch-3d,Xch-4d,Xch-6d,Xch-3dv,Xch-4dv,SpAbs_Dt,SpMax_Dt,SpDiam_Dt,SpAD_Dt,SpMAD_Dt,LogEE_Dt,SM1_Dt,VE1_Dt,VE2_Dt,VE3_Dt,VR1_Dt,VR2_Dt,VR3_Dt,DetourIndex,NsLi,NssBe,NssssBe,NssBH,NsssB,NssssB,NdCH2,NssCH2,NsssCH,NddC,NsNH3,NsNH2,NssNH2,NdNH,NssNH,NsssNH,NdsN,NsssN,NaasN,NssssN,NsSiH3,NssSiH2,NsssSiH,NssssSi,NsPH2,NssPH,NsssP,NdsssP,NsssssP,NdS,NaaS,NdssS,NsGeH3,NssGeH2,NsssGeH,NssssGe,NsAsH2,NssAsH,NsssAs,NsssdAs,NsssssAs,NsSeH,NdSe,NssSe,NaaSe,NdssSe,NddssSe,NsSnH3,NssSnH2,NsssSnH,NssssSn,NsI,NsPbH3,NssPbH2,NsssPbH,NssssPb,SsLi,SssBe,SssssBe,SssBH,SsssB,SssssB,StCH,SsssCH,SddC,SsNH3,SssNH2,SdNH,SssNH,SsssNH,SaaN,SaasN,SssssN,SsSiH3,SssSiH2,SsssSiH,SssssSi,SsPH2,SssPH,SsssP,SdsssP,SsssssP,SssS,SdssS,SsGeH3,SssGeH2,SsssGeH,SssssGe,SsAsH2,SssAsH,SsssAs,SsssdAs,SsssssAs,SsSeH,SdSe,SssSe,SaaSe,SdssSe,SddssSe,SsSnH3,SssSnH2,SsssSnH,SssssSn,SsPbH3,SssPbH2,SsssPbH,SssssPb,MAXsLi,MAXssBe,MAXssssBe,MAXssBH,MAXsssB,MAXssssB,MAXtCH,MAXddC,MAXsNH3,MAXssNH2,MAXdNH,MAXssNH,MAXsssNH,MAXaaN,MAXaasN,MAXssssN,MAXsSiH3,MAXssSiH2,MAXsssSiH,MAXssssSi,MAXsPH2,MAXssPH,MAXsssP,MAXdsssP,MAXsssssP,MAXssS,MAXdssS,MAXddssS,MAXsGeH3,MAXssGeH2,MAXsssGeH,MAXssssGe,MAXsAsH2,MAXssAsH,MAXsssAs,MAXsssdAs,MAXsssssAs,MAXsSeH,MAXdSe,MAXssSe,MAXaaSe,MAXdssSe,MAXddssSe,MAXsSnH3,MAXssSnH2,MAXsssSnH,MAXssssSn,MAXsPbH3,MAXssPbH2,MAXsssPbH,MAXssssPb,MINsLi,MINssBe,MINssssBe,MINssBH,MINsssB,MINssssB,MINtCH,MINdsCH,MINddC,MINdssC,MINaaaC,MINsNH3,MINssNH2,MINdNH,MINssNH,MINsssNH,MINaaN,MINaasN,MINssssN,MINsSiH3,MINssSiH2,MINsssSiH,MINssssSi,MINsPH2,MINssPH,MINsssP,MINdsssP,MINsssssP,MINdssS,MINsGeH3,MINssGeH2,MINsssGeH,MINssssGe,MINsAsH2,MINssAsH,MINsssAs,MINsssdAs,MINsssssAs,MINsSeH,MINdSe,MINssSe,MINaaSe,MINdssSe,MINddssSe,MINsSnH3,MINssSnH2,MINsssSnH,MINssssSn,MINsPbH3,MINssPbH2,MINsssPbH,MINssssPb,AETA_beta_ns,ETA_dEpsilon_D,fMF,SIC1,BIC0,BIC3,GhoseFilter,PEOE_VSA5,PEOE_VSA8,PEOE_VSA13,SMR_VSA3,SMR_VSA5,SMR_VSA8,SlogP_VSA7,SlogP_VSA9,EState_VSA5,EState_VSA8,MDEC-12,MDEC-13,MDEC-22,MDEC-44,MDEO-22,MDEN-12,MDEN-13,MDEN-33,AMID_N,piPC9,bpol,n3Ring,n4Ring,n7Ring,n8Ring,n9Ring,n10Ring,n11Ring,n12Ring,nG12Ring,n3HRing,n4HRing,n8HRing,n9HRing,n10HRing,n11HRing,n12HRing,nG12HRing,n3aRing,n4aRing,n5aRing,n6aRing,n7aRing,n8aRing,n9aRing,n10aRing,n11aRing,n12aRing,nG12aRing,n3aHRing,n4aHRing,n7aHRing,n8aHRing,n9aHRing,n10aHRing,n11aHRing,n12aHRing,nG12aHRing,n3ARing,n4ARing,n8ARing,n9ARing,n10ARing,n11ARing,n12ARing,nG12ARing,n3AHRing,n4AHRing,n8AHRing,n9AHRing,n10AHRing,n11AHRing,n12AHRing,nG12AHRing,n4FRing,n5FRing,n6FRing,n7FRing,n8FRing,n10FRing,n12FRing,n4FHRing,n5FHRing,n6FHRing,n7FHRing,n8FHRing,n10FHRing,n12FHRing,nFaRing,n4FaRing,n5FaRing,n6FaRing,n7FaRing,n8FaRing,n11FaRing,n12FaRing,n4FaHRing,n5FaHRing,n6FaHRing,n7FaHRing,n8FaHRing,n10FaHRing,n11FaHRing,n12FaHRing,n4FARing,n5FARing,n6FARing,n7FARing,n8FARing,n10FARing,n12FARing,nG12FARing,n4FAHRing,n5FAHRing,n6FAHRing,n7FAHRing,n8FAHRing,n10FAHRing,n12FAHRing,nG12FAHRing,nRot,TopoPSA,GGI10,JGI1,JGI5,JGI6,JGI10,SRW03
0,0,0,0,-0.0015371413296115725,-0.4862441910267515,-0.05556647323812638,-0.08530536922901003,0.764266252178803,0.7811205507454283,2.400944344430938,0.1376955374837057,0,0,0,0.0,0.0,0.21941609682128765,0.0,0.0,module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,max() iterable argument is empty (MAXsLi),max() iterable argument is empty (MAXssBe),max() iterable argument is empty (MAXssssBe),max() iterable argument is empty (MAXssBH),max() iterable argument is empty (MAXsssB),max() iterable argument is empty (MAXssssB),max() iterable argument is empty (MAXtCH),max() iterable argument is empty (MAXddC),max() iterable argument is empty (MAXsNH3),max() iterable argument is empty (MAXssNH2),max() iterable argument is empty (MAXdNH),max() iterable argument is empty (MAXssNH),max() iterable argument is empty (MAXsssNH),max() iterable argument is empty (MAXaaN),max() iterable argument is empty (MAXaasN),max() iterable argument is empty (MAXssssN),max() iterable argument is empty (MAXsSiH3),max() iterable argument is empty (MAXssSiH2),max() iterable argument is empty (MAXsssSiH),max() iterable argument is empty (MAXssssSi),max() iterable argument is empty (MAXsPH2),max() iterable argument is empty (MAXssPH),max() iterable argument is empty (MAXsssP),max() iterable argument is empty (MAXdsssP),max() iterable argument is empty (MAXsssssP),max() iterable argument is empty (MAXssS),max() iterable argument is empty (MAXdssS),max() iterable argument is empty (MAXddssS),max() iterable argument is empty (MAXsGeH3),max() iterable argument is empty (MAXssGeH2),max() iterable argument is empty (MAXsssGeH),max() iterable argument is empty (MAXssssGe),max() iterable argument is empty (MAXsAsH2),max() iterable argument is empty (MAXssAsH),max() iterable argument is empty (MAXsssAs),max() iterable argument is empty (MAXsssdAs),max() iterable argument is empty (MAXsssssAs),max() iterable argument is empty (MAXsSeH),max() iterable argument is empty (MAXdSe),max() iterable argument is empty (MAXssSe),max() iterable argument is empty (MAXaaSe),max() iterable argument is empty (MAXdssSe),max() iterable argument is empty (MAXddssSe),max() iterable argument is empty (MAXsSnH3),max() iterable argument is empty (MAXssSnH2),max() iterable argument is empty (MAXsssSnH),max() iterable argument is empty (MAXssssSn),max() iterable argument is empty (MAXsPbH3),max() iterable argument is empty (MAXssPbH2),max() iterable argument is empty (MAXsssPbH),max() iterable argument is empty (MAXssssPb),min() iterable argument is empty (MINsLi),min() iterable argument is empty (MINssBe),min() iterable argument is empty (MINssssBe),min() iterable argument is empty (MINssBH),min() iterable argument is empty (MINsssB),min() iterable argument is empty (MINssssB),min() iterable argument is empty (MINtCH),min() iterable argument is empty (MINdsCH),min() iterable argument is empty (MINddC),-1.0850204186612922,0.2739021164021167,min() iterable argument is empty (MINsNH3),min() iterable argument is empty (MINssNH2),min() iterable argument is empty (MINdNH),min() iterable argument is empty (MINssNH),min() iterable argument is empty (MINsssNH),min() iterable argument is empty (MINaaN),min() iterable argument is empty (MINaasN),min() iterable argument is empty (MINssssN),min() iterable argument is empty (MINsSiH3),min() iterable argument is empty (MINssSiH2),min() iterable argument is empty (MINsssSiH),min() iterable argument is empty (MINssssSi),min() iterable argument is empty (MINsPH2),min() iterable argument is empty (MINssPH),min() iterable argument is empty (MINsssP),min() iterable argument is empty (MINdsssP),min() iterable argument is empty (MINsssssP),min() iterable argument is empty (MINdssS),min() iterable argument is empty (MINsGeH3),min() iterable argument is empty (MINssGeH2),min() iterable argument is empty (MINsssGeH),min() iterable argument is empty (MINssssGe),min() iterable argument is empty (MINsAsH2),min() iterable argument is empty (MINssAsH),min() iterable argument is empty (MINsssAs),min() iterable argument is empty (MINsssdAs),min() iterable argument is empty (MINsssssAs),min() iterable argument is empty (MINsSeH),min() iterable argument is empty (MINdSe),min() iterable argument is empty (MINssSe),min() iterable argument is empty (MINaaSe),min() iterable argument is empty (MINdssSe),min() iterable argument is empty (MINddssSe),min() iterable argument is empty (MINsSnH3),min() iterable argument is empty (MINssSnH2),min() iterable argument is empty (MINsssSnH),min() iterable argument is empty (MINssssSn),min() iterable argument is empty (MINsPbH3),min() iterable argument is empty (MINssPbH2),min() iterable argument is empty (MINsssPbH),min() iterable argument is empty (MINssssPb),0.8275862068965517,0.034927697441601735,0.5405405405405406,0.640030302732845,0.29875000253606987,0.8897942060375473,False,0.0,16.513127197858786,0.0,0.0,0.0,0.0,0.0,0.0,6.06636706846161,63.719775591797394,float division by zero (MDEC-12),float division by zero (MDEC-13),4.938423643051457,float division by zero (MDEC-44),float division by zero (MDEO-22),float division by zero (MDEN-12),float division by zero (MDEN-13),float division by zero (MDEN-33),0.0,8.814966654542822,17.017656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87.74,0.0,0.1875,0.030411877394636015,0.0256734693877551,0.0,0.0
0,0,0,0,2.432466473611713e-05,-0.4604657248681496,0.0004790940766550701,0.017546045285072278,1.275807785271767,0.6153910358066936,2.4335103016916277,0.12872177674453478,0,0,0,0.0,0.0,0.08333333333333333,0.0,0.0,module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),module networkx has no attribute biconnected_component_subgraphs (SpAbs_Dt/SpAbs/mordred._matrix_attributes.Eigen(mordred.DetourMatrix.DetourMatrixCache())/mordred.DetourMatrix.DetourMatrixCache()),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,max() iterable argument is empty (MAXsLi),max() iterable argument is empty (MAXssBe),max() iterable argument is empty (MAXssssBe),max() iterable argument is empty (MAXssBH),max() iterable argument is empty (MAXsssB),max() iterable argument is empty (MAXssssB),max() iterable argument is empty (MAXtCH),max() iterable argument is empty (MAXddC),max() iterable argument is empty (MAXsNH3),max() iterable argument is empty (MAXssNH2),max() iterable argument is empty (MAXdNH),max() iterable argument is empty (MAXssNH),max() iterable argument is empty (MAXsssNH),max() iterable argument is empty (MAXaaN),max() iterable argument is empty (MAXaasN),max() iterable argument is empty (MAXssssN),max() iterable argument is empty (MAXsSiH3),max() iterable argument is empty (MAXssSiH2),max() iterable argument is empty (MAXsssSiH),max() iterable argument is empty (MAXssssSi),max() iterable argument is empty (MAXsPH2),max() iterable argument is empty (MAXssPH),max() iterable argument is empty (MAXsssP),max() iterable argument is empty (MAXdsssP),max() iterable argument is empty (MAXsssssP),max() iterable argument is empty (MAXssS),max() iterable argument is empty (MAXdssS),max() iterable argument is empty (MAXddssS),max() iterable argument is empty (MAXsGeH3),max() iterable argument is empty (MAXssGeH2),max() iterable argument is empty (MAXsssGeH),max() iterable argument is empty (MAXssssGe),max() iterable argument is empty (MAXsAsH2),max() iterable argument is empty (MAXssAsH),max() iterable argument is empty (MAXsssAs),max() iterable argument is empty (MAXsssdAs),max() iterable argument is empty (MAXsssssAs),max() iterable argument is empty (MAXsSeH),max() iterable argument is empty (MAXdSe),max() iterable argument is empty (MAXssSe),max() iterable argument is empty (MAXaaSe),max() iterable argument is empty (MAXdssSe),max() iterable argument is empty (MAXddssSe),max() iterable argument is empty (MAXsSnH3),max() iterable argument is empty (MAXssSnH2),max() iterable argument is empty (MAXsssSnH),max() iterable argument is empty (MAXssssSn),max() iterable argument is empty (MAXsPbH3),max() iterable argument is empty (MAXssPbH2),max() iterable argument is empty (MAXsssPbH),max() iterable argument is empty (MAXssssPb),min() iterable argument is empty (MINsLi),min() iterable argument is empty (MINssBe),min() iterable argument is empty (MINssssBe),min() iterable argument is empty (MINssBH),min() iterable argument is empty (MINsssB),min() iterable argument is empty (MINssssB),min() iterable argument is empty (MINtCH),2.003212396069539,min() iterable argument is empty (MINddC),min() iterable argument is empty (MINdssC),min() iterable argument is empty (MINaaaC),min() iterable argument is empty (MINsNH3),min() iterable argument is empty (MINssNH2),min() iterable argument is empty (MINdNH),min() iterable argument is empty (MINssNH),min() iterable argument is empty (MINsssNH),min() iterable argument is empty (MINaaN),min() iterable argument is empty (MINaasN),min() iterable argument is empty (MINssssN),min() iterable argument is empty (MINsSiH3),min() iterable argument is empty (MINssSiH2),min() iterable argument is empty (MINsssSiH),min() iterable argument is empty (MINssssSi),min() iterable argument is empty (MINsPH2),min() iterable argument is empty (MINssPH),min() iterable argument is empty (MINsssP),min() iterable argument is empty (MINdsssP),min() iterable argument is empty (MINsssssP),min() iterable argument is empty (MINdssS),min() iterable argument is empty (MINsGeH3),min() iterable argument is empty (MINssGeH2),min() iterable argument is empty (MINsssGeH),min() iterable argument is empty (MINssssGe),min() iterable argument is empty (MINsAsH2),min() iterable argument is empty (MINssAsH),min() iterable argument is empty (MINsssAs),min() iterable argument is empty (MINsssdAs),min() iterable argument is empty (MINsssssAs),min() iterable argument is empty (MINsSeH),min() iterable argument is empty (MINdSe),min() iterable argument is empty (MINssSe),min() iterable argument is empty (MINaaSe),min() iterable argument is empty (MINdssSe),min() iterable argument is empty (MINddssSe),min() iterable argument is empty (MINsSnH3),min() iterable argument is empty (MINssSnH2),min() iterable argument is empty (MINsssSnH),min() iterable argument is empty (MINssssSn),min() iterable argument is empty (MINsPbH3),min() iterable argument is empty (MINssPbH2),min() iterable argument is empty (MINsssPbH),min() iterable argument is empty (MINssssPb),0.75,0.0,0.3157894736842105,0.6050792089968908,0.2751903659250405,0.8837438981320384,False,0.0,5.022633313741326,0.0,0.0,6.923737199690624,0.0,5.022633313741326,0.0,5.563451491696996,0.0,1.9692593638364124,0.47140452079103173,6.678722918034117,float division by zero (MDEC-44),float division by zero (MDEO-22),float division by zero (MDEN-12),float division by zero (MDEN-13),float division by zero (MDEN-33),0.0,0.0,9.538863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,0.036458333333333336,0.04040816326530613,0.0,0.0
